,team_location,team_score,opponent_team_location,opponent_team_score,team_turnovers,blocks,steals,offensive_rebounds,defensive_rebounds,field_goals_attempted,three_point_field_goals_attempted,fouls,fast_break_points,free_throws_attempted,elo,opponent_elo,elo_delta,score_delta
2032,Drake,66,Bradley,93,1,3,6,6,28,53,29,18,15,28,1416.73,1448.33,-31.59999999999991,-27
2036,Utah,73,Colorado,85,1,2,9,14,21,66,16,18,5,23,1367.97,1417.81,-49.83999999999992,-12
2040,Washington,73,Purdue,81,0,0,9,9,16,63,26,18,2,12,1488.62,1701.37,-212.75,-8
2042,Iowa State,70,Baylor,60,0,4,8,16,28,64,19,25,10,20,1713.44,1448.68,264.76,10
2044,Illinois State,71,Valparaiso,77,1,2,5,17,19,62,16,26,0,23,1449.27,1331.49,117.77999999999997,-6
2048,Murray State,79,Evansville,69,1,2,4,10,26,59,25,20,12,27,1444.73,1160.2,284.53,10
2050,South Florida,74,North Texas,70,0,2,8,13,26,47,19,19,10,36,1472.42,1366.58,105.84000000000015,4
2052,Charlotte,74,UTSA,58,2,6,6,15,32,61,33,9,9,15,1357.23,1082.68,274.54999999999995,16
2054,Troy,74,Arkansas State,86,0,5,9,9,21,65,28,21,6,18,1456.41,1340.45,115.96000000000004,-12
2056,Rice,66,Wichita State,64,0,2,4,10,31,58,20,22,6,16,1220.67,1437.96,-217.28999999999996,2
2058,Florida Atlantic,76,UAB,71,0,4,9,11,34,61,32,20,13,24,1453.21,1422.92,30.289999999999964,5
2060,Creighton,76,Villanova,72,0,3,3,13,26,58,23,12,7,16,1487.53,1575.58,-88.04999999999995,4
2062,Purdue Fort Wayne,71,Youngstown State,69,0,4,9,9,22,53,24,14,13,22,1360.86,1205.33,155.52999999999997,2
2066,Belmont,78,Northern Iowa,65,2,3,3,5,29,50,21,16,6,15,1576.64,1356.14,220.5,13
2072,Richmond,89,St. Bonaventure,80,1,4,7,10,29,55,19,14,28,30,1292.52,1375.68,-83.16000000000008,9
2074,La Salle,79,Rhode Island,72,1,3,12,8,20,41,13,15,9,33,1244.31,1428.69,-184.3800000000001,7
2076,George Mason,67,Fordham,58,0,3,6,6,28,48,11,17,9,26,1598.84,1236.68,362.15999999999985,9
2078,Duquesne,90,Saint Joseph's,97,0,4,8,14,23,74,34,23,12,15,1313.12,1437.14,-124.02000000000021,-7
2080,East Carolina,67,Temple,75,0,7,7,10,24,52,10,18,6,21,1202.22,1366.26,-164.03999999999996,-8
2082,Boston University,83,Lafayette,67,1,2,1,9,33,58,19,16,3,15,1100.96,1057.31,43.65000000000009,16
2084,Presbyterian,61,Radford,80,1,4,5,13,21,57,14,15,4,18,1185.99,1269.88,-83.8900000000001,-19
2086,Gardner-Webb,49,High Point,104,1,3,5,8,24,62,31,17,10,6,998.94,1484.49,-485.54999999999995,-55
2088,Xavier,65,Marquette,66,1,6,12,10,24,59,24,18,17,14,1418.8,1388.57,30.230000000000018,-1
2092,Stanford,69,Virginia Tech,68,0,6,7,10,21,58,28,21,4,9,1515.59,1535.9,-20.310000000000173,1
2094,Bucknell,55,Navy,76,0,5,6,7,20,53,31,20,3,14,1078.13,1344.01,-265.8799999999999,-21
2096,Western Carolina,77,Samford,82,2,5,2,15,23,61,15,21,4,25,1182.65,1252.0,-69.34999999999991,-5
2098,The Citadel,63,Mercer,101,0,4,6,9,13,50,26,16,7,12,1068.57,1319.74,-251.17000000000007,-38
2100,VMI,67,East Tennessee State,81,0,3,6,11,19,59,26,11,5,27,1007.63,1350.19,-342.56000000000006,-14
2102,Marshall,66,James Madison,64,2,5,8,13,25,60,26,16,4,16,1324.68,1332.61,-7.929999999999836,2
2104,Missouri,73,Kentucky,68,1,4,8,4,25,52,17,19,7,18,1511.6,1630.94,-119.34000000000015,5
2106,Oklahoma,53,Mississippi State,72,0,6,4,13,22,55,20,19,8,25,1411.1,1479.75,-68.65000000000009,-19
2108,Missouri State,80,Kennesaw State,90,0,3,13,19,18,65,23,24,18,31,1273.11,1353.78,-80.67000000000007,-10
2110,Florida International,64,Jacksonville State,71,0,3,8,5,16,49,15,16,8,19,1203.74,1364.74,-161.0,-7
2112,Indiana,84,Maryland,66,1,0,3,14,27,60,25,20,6,26,1568.65,1404.58,164.07000000000016,18
2114,Longwood,61,UNC Asheville,72,1,4,8,9,17,55,22,14,9,20,1188.89,1243.7,-54.809999999999945,-11
2116,Charleston Southern,77,Winthrop,81,0,7,5,14,32,69,31,29,10,23,1124.81,1407.07,-282.26,-4
2118,Holy Cross,58,Lehigh,66,0,1,8,5,22,55,13,15,8,10,1086.35,1132.58,-46.23000000000002,-8
2122,UNC Greensboro,85,Wofford,97,1,2,1,12,23,61,20,15,6,21,1202.61,1401.04,-198.43000000000006,-12
2124,Furman,78,Chattanooga,67,0,3,6,10,29,57,26,14,14,20,1393.03,1248.25,144.77999999999997,11
2126,San Diego State,73,Nevada,68,1,5,7,12,26,54,17,19,16,19,1612.65,1532.39,80.25999999999999,5
2132,Texas Tech,65,Houston,69,1,5,4,8,27,56,28,19,2,11,1756.84,1772.45,-15.610000000000127,-4
2134,Texas,71,Tennessee,85,0,2,8,15,16,57,29,21,11,20,1506.73,1617.63,-110.90000000000009,-14
2136,TCU,100,Kansas,104,3,7,7,16,27,75,35,25,9,24,1510.74,1674.85,-164.1099999999999,-4
2138,New Mexico,80,Colorado State,70,1,1,6,9,22,53,25,14,9,21,1614.09,1416.88,197.2099999999998,10
2140,UCLA,72,Wisconsin,80,1,3,3,9,26,61,17,21,12,23,1615.41,1610.82,4.5900000000001455,-8
2142,NC State,79,Boston College,71,0,3,11,12,15,62,22,16,3,12,1587.0,1317.58,269.4200000000001,8
2144,Utah State,99,Air Force,62,0,1,7,14,26,65,26,16,11,17,1580.6,1052.74,527.8599999999999,37
2146,Texas A&M,90,Auburn,88,2,4,11,12,22,61,30,21,5,20,1624.51,1640.92,-16.410000000000082,2
2148,Lindenwood,62,SIU Edwardsville,66,0,2,8,16,23,66,21,18,12,15,1208.69,1253.21,-44.51999999999998,-4
2150,Iowa,67,Minnesota,70,1,4,5,14,25,63,26,22,2,13,1616.46,1407.51,208.95000000000005,-3
2152,UCF,76,Oklahoma State,87,0,3,8,13,23,72,33,25,14,23,1610.01,1497.55,112.46000000000004,-11
2154,George Washington,72,Dayton,79,3,3,6,14,21,52,28,25,4,20,1401.48,1445.16,-43.680000000000064,-7
2156,Georgetown,50,DePaul,56,1,7,9,14,27,53,12,17,8,31,1395.12,1410.84,-15.720000000000027,-6
2158,Toledo,75,Northern Illinois,61,3,4,12,8,23,58,12,14,20,19,1325.26,1107.89,217.3699999999999,14
2160,Michigan,74,Penn State,72,0,7,3,7,30,57,27,20,19,19,1808.16,1322.93,485.23,2
2162,Duke,84,Louisville,73,0,2,11,8,31,57,23,17,2,28,1802.92,1614.63,188.28999999999996,11
2164,Georgia,77,Florida,92,0,7,6,11,24,70,19,17,10,23,1551.42,1669.21,-117.78999999999996,-15
2166,Cincinnati,60,West Virginia,62,0,2,7,10,23,62,35,15,16,9,1467.68,1541.0,-73.31999999999994,-2
2170,Syracuse,82,Georgia Tech,72,0,7,5,14,30,61,19,19,10,31,1404.49,1381.48,23.00999999999999,10
2172,Western Michigan,76,Miami (OH),87,0,0,8,13,21,66,16,27,14,22,1177.22,1598.26,-421.03999999999996,-11
2174,Eastern Michigan,74,Ball State,52,2,2,1,10,27,50,21,17,2,6,1185.25,1141.5,43.75,22
2176,Central Michigan,69,Akron,82,2,3,10,5,15,47,17,12,18,27,1115.34,1570.49,-455.1500000000001,-13
2182,Massachusetts,83,Ohio,86,0,2,7,11,26,65,21,19,2,17,1319.07,1292.46,26.6099999999999,-3
2186,Alabama A&M,71,Mississippi Valley State,51,0,2,11,11,30,50,19,19,20,30,1159.36,880.93,278.42999999999995,20
2188,Texas A&M-Corpus Christi,81,Houston Christian,65,1,3,12,15,23,65,20,15,11,15,1231.8,1113.27,118.52999999999997,16
2190,East Texas A&M,73,New Orleans,83,0,4,3,11,23,64,33,21,13,18,1090.49,1191.05,-100.55999999999995,-10
2192,Texas Southern,67,Grambling,84,1,6,5,9,16,59,21,19,12,12,1131.23,1128.18,3.0499999999999545,-17
2202,Oregon,85,Rutgers,88,0,2,5,16,27,66,32,22,10,16,1389.56,1394.3,-4.740000000000009,-3
2204,Yale,70,Brown,53,2,5,5,9,35,54,17,13,10,20,1524.75,1195.45,329.29999999999995,17
2206,Milwaukee,76,Green Bay,79,0,1,1,9,18,54,22,23,7,17,1262.35,1278.0,-15.650000000000091,-3
2208,Dartmouth,76,Harvard,68,0,6,7,7,27,46,20,20,5,29,1254.78,1309.1,-54.319999999999936,8
2210,Pennsylvania,76,Princeton,78,0,2,4,13,22,57,12,19,0,19,1249.03,1252.82,-3.7899999999999636,-2
2216,Nebraska,72,Ohio State,69,2,1,5,8,30,57,29,12,6,17,1720.83,1569.78,151.04999999999995,3
2218,Alabama State,79,Arkansas-Pine Bluff,90,0,10,10,9,20,61,19,26,9,26,1131.53,1111.27,20.25999999999999,-11
2220,Columbia,104,Cornell,99,0,1,5,9,26,60,23,20,20,33,1277.53,1345.62,-68.08999999999992,5
2226,Washington,80,Indiana,90,0,3,1,8,21,57,21,18,12,25,1488.62,1568.65,-80.0300000000002,-10
2228,Oregon State,67,Washington State,81,0,2,7,6,19,50,25,21,2,21,1332.8,1334.53,-1.7300000000000182,-14
2230,San Diego,70,Santa Clara,98,0,2,7,7,18,60,24,11,11,13,1220.63,1575.11,-354.4799999999998,-28
2232,Portland,68,San Francisco,73,1,0,2,6,20,51,23,24,3,19,1233.42,1418.17,-184.75,-5
2234,Pepperdine,69,Pacific,74,0,0,8,8,16,57,22,12,9,15,1108.87,1339.2,-230.33000000000015,-5
2236,Bradley,66,Murray State,86,2,2,5,13,20,70,18,15,2,16,1448.33,1444.73,3.599999999999909,-20
2238,Southern Illinois,68,Belmont,67,0,4,8,14,20,60,22,23,11,13,1293.51,1576.64,-283.1300000000001,1
2240,Northern Iowa,62,Evansville,48,1,3,10,6,27,48,24,16,2,11,1356.14,1160.2,195.94000000000005,14
2242,Tulsa,67,North Texas,72,0,4,1,9,22,47,14,19,9,25,1498.8,1366.58,132.22000000000003,-5
2244,Youngstown State,79,Northern Kentucky,94,0,2,7,12,21,70,34,24,7,23,1205.33,1323.48,-118.15000000000009,-15
2246,Stonehill,69,Wagner,60,2,6,4,9,23,54,18,12,14,19,1104.8,976.85,127.94999999999993,9
2250,UTEP,64,Florida International,76,2,1,6,13,20,62,27,19,0,12,1188.32,1203.74,-15.420000000000073,-12
2254,Indiana State,72,Drake,74,0,2,6,10,22,51,27,15,6,19,1236.05,1416.73,-180.68000000000006,-2
2256,Robert Morris,73,Oakland,96,0,2,1,12,17,61,22,24,2,17,1345.59,1405.88,-60.29000000000019,-23
2258,Louisiana Tech,61,Western Kentucky,66,0,4,6,15,29,63,20,20,2,19,1355.08,1277.0,78.07999999999993,-5
2260,New Mexico State,82,Missouri State,89,1,6,6,13,22,61,18,27,15,23,1228.12,1273.11,-44.99000000000001,-7
2264,Cleveland State,71,Purdue Fort Wayne,74,2,0,3,14,23,60,42,22,12,11,1211.48,1360.86,-149.37999999999988,-3
2268,Siena,74,Rider,65,1,2,3,18,24,56,15,13,5,22,1329.38,1046.52,282.8600000000001,9
2270,Mount St. Mary's,69,Quinnipiac,80,1,4,6,14,16,68,34,19,5,10,1260.19,1351.39,-91.20000000000005,-11
2272,Fairfield,83,Niagara,75,0,5,5,12,19,57,16,8,17,21,1238.99,1023.36,215.63,8
2274,Iona,38,Marist,83,0,2,6,5,27,44,14,16,7,17,1354.38,1341.33,13.050000000000182,-45
2276,Long Island University,74,Chicago State,55,1,4,6,11,29,53,26,14,18,12,1301.89,918.67,383.22000000000014,19
2278,Le Moyne,60,Mercyhurst,74,1,2,7,14,21,61,20,12,8,14,1182.05,1196.36,-14.309999999999945,-14
2280,Kennesaw State,52,Delaware,67,0,6,6,15,24,60,35,16,7,12,1353.78,1181.66,172.1199999999999,-15
2282,Jacksonville State,69,Liberty,78,1,5,4,12,22,57,19,21,11,19,1364.74,1586.41,-221.67000000000007,-9
2284,Sam Houston,67,Middle Tennessee,68,1,3,7,10,30,56,11,13,8,12,1415.44,1370.68,44.75999999999999,-1
2286,Florida Atlantic,66,Tulane,69,0,5,5,14,29,58,23,17,9,15,1453.21,1347.61,105.60000000000014,-3
2288,UAB,109,South Florida,106,0,4,9,12,37,82,15,26,16,43,1422.92,1472.42,-49.5,3
2294,Richmond,83,Fordham,75,0,0,7,7,17,57,19,22,17,18,1292.52,1236.68,55.83999999999992,8
2296,Creighton,54,Seton Hall,56,2,2,6,11,30,55,27,17,4,16,1487.53,1467.4,20.12999999999988,-2
2298,Sacred Heart,78,Canisius,82,1,0,7,6,20,49,27,24,13,28,1200.63,1090.17,110.46000000000004,-4
2300,Manhattan,66,Merrimack,73,0,1,6,12,25,66,12,15,7,8,1137.32,1391.05,-253.73000000000002,-7
2302,Boise State,107,San Diego State,110,1,1,6,13,32,79,42,24,8,31,1504.17,1612.65,-108.48000000000002,-3
2306,Cal Poly,66,Long Beach State,74,0,0,5,8,26,56,30,14,12,25,1200.65,1146.92,53.73000000000002,-8
2308,Sacramento State,82,Weber State,95,0,6,5,13,21,65,27,22,10,24,1093.27,1173.37,-80.09999999999991,-13
2310,Florida,74,Missouri,76,0,4,3,13,24,63,27,22,9,20,1669.21,1511.6,157.61000000000013,-2
2312,UT Arlington,86,Southern Utah,77,0,3,9,7,26,54,19,20,11,25,1369.43,1124.6,244.83000000000015,9
2314,Purdue,89,Wisconsin,73,0,3,8,14,23,71,27,18,4,19,1701.37,1610.82,90.54999999999995,16
2316,Wyoming,58,New Mexico,78,1,4,5,12,18,53,28,16,6,13,1306.98,1614.09,-307.1099999999999,-20
2318,Colorado State,70,Grand Canyon,60,2,2,6,13,26,51,26,17,12,25,1416.88,1516.78,-99.89999999999986,10
2320,Kansas City,73,Omaha,66,0,2,11,6,24,56,18,13,10,22,969.67,1249.39,-279.72000000000014,7
2322,Northern Arizona,68,Montana State,77,0,3,2,7,20,59,12,15,7,11,1113.04,1303.86,-190.81999999999994,-9
2324,Illinois,73,Penn State,65,1,6,4,13,35,56,27,17,10,28,1737.36,1322.93,414.42999999999984,8
2326,Nevada,66,Fresno State,65,1,7,9,9,20,56,21,15,6,18,1532.39,1261.6,270.7900000000002,1
2328,Hampton,45,UNC Wilmington,49,0,1,5,9,28,57,18,15,6,9,1233.71,1522.73,-289.02,-4
2330,UC Irvine,86,Cal State Fullerton,64,2,4,8,11,33,57,24,14,11,19,1480.4,1233.69,246.71000000000004,22
2332,Alabama State,89,Mississippi Valley State,69,0,2,15,9,21,51,18,19,30,30,1131.53,880.93,250.60000000000002,20
2334,Alabama A&M,83,Arkansas-Pine Bluff,95,0,1,6,18,12,58,17,20,3,28,1159.36,1111.27,48.08999999999992,-12
2336,Wichita State,100,Charlotte,104,0,3,3,23,21,75,26,24,4,22,1437.96,1357.23,80.73000000000002,-4
2338,UCLA,61,Iowa,74,0,0,11,12,15,56,14,23,11,12,1615.41,1616.46,-1.0499999999999545,-13
2340,Davidson,62,Saint Joseph's,56,2,1,4,11,20,49,21,14,4,16,1371.42,1437.14,-65.72000000000003,6
2342,Texas Southern,73,Southern,84,0,2,7,6,26,53,19,24,15,32,1131.23,1161.11,-29.87999999999988,-11
2344,Monmouth,62,Towson,48,1,8,6,8,31,47,17,10,7,19,1290.31,1355.75,-65.44000000000005,14
2346,Northern Colorado,79,Montana,88,0,0,4,14,26,71,35,24,5,21,1233.27,1389.75,-156.48000000000002,-9
2348,Portland State,93,Idaho State,87,0,6,6,6,22,60,21,22,18,26,1341.13,1176.31,164.82000000000016,6
2350,Mississippi State,101,Texas,98,1,6,4,19,28,76,33,28,7,31,1479.75,1506.73,-26.980000000000018,3
2356,Colorado,95,Arizona State,89,2,4,9,14,28,59,16,25,12,38,1417.81,1433.83,-16.019999999999982,6
2358,Lehigh,65,Bucknell,72,0,6,7,4,29,47,16,14,7,21,1132.58,1078.13,54.44999999999982,-7
2360,Minnesota,84,Northwestern,78,2,1,2,8,25,51,18,16,11,26,1407.51,1421.44,-13.930000000000064,6
2364,Houston Christian,56,Incarnate Word,73,1,2,3,13,26,60,16,10,16,11,1113.27,1128.85,-15.579999999999927,-17
2368,Cal State Bakersfield,81,UC Davis,79,1,2,9,12,22,62,21,26,7,26,1141.76,1297.03,-155.26999999999998,2
2370,Eastern Washington,81,Idaho,84,2,2,4,26,18,70,22,23,3,25,1084.45,1227.0,-142.54999999999995,-3
2372,North Florida,74,Lipscomb,82,0,5,1,13,33,70,46,19,8,4,1073.09,1376.51,-303.4200000000001,-8
2374,Jacksonville,68,Austin Peay,71,0,5,6,9,31,51,21,15,6,20,1202.42,1337.08,-134.65999999999985,-3
2376,California Baptist,76,Tarleton State,81,0,1,6,11,26,54,20,28,6,18,1424.46,1204.34,220.12000000000012,-5
2378,Western Illinois,50,Southeast Missouri State,73,4,1,3,6,16,43,16,17,5,26,937.58,1274.69,-337.11,-23
2380,Howard,57,South Carolina State,58,1,5,9,8,18,52,23,18,8,33,1164.9,1100.22,64.68000000000006,-1
2382,Norfolk State,67,North Carolina Central,69,0,9,7,17,23,62,17,18,9,20,1165.69,1100.06,65.63000000000011,-2
2384,Alcorn State,86,Jackson State,89,0,4,7,13,22,62,26,19,16,24,1061.48,1210.76,-149.27999999999997,-3
2388,Coppin State,53,Delaware State,51,2,3,7,9,26,49,20,14,11,15,958.17,998.73,-40.56000000000006,2
2392,New Orleans,68,Northwestern State,74,0,5,4,13,23,61,26,22,3,13,1191.05,1146.1,44.950000000000045,-6
2396,South Alabama,49,Troy,59,1,2,8,11,26,50,18,7,5,21,1408.04,1456.41,-48.37000000000012,-10
2398,Morehead State,73,SIU Edwardsville,72,1,3,5,8,20,47,17,14,15,22,1240.73,1253.21,-12.480000000000018,1
2400,Tennessee State,84,Little Rock,79,0,2,10,14,26,68,17,19,17,21,1313.36,1196.72,116.63999999999987,5
2402,Southern Indiana,80,Lindenwood,83,0,3,9,11,21,63,21,14,15,14,1001.13,1208.69,-207.56000000000006,-3
2406,Arizona,97,Utah,78,0,7,11,14,29,69,18,13,15,21,1826.82,1367.97,458.8499999999999,19
2408,Rhode Island,50,George Mason,61,1,5,4,8,26,54,31,20,2,9,1428.69,1598.84,-170.14999999999986,-11
2412,Gardner-Webb,77,Winthrop,88,0,2,5,5,20,57,31,24,14,19,998.94,1407.07,-408.1299999999999,-11
2414,UC Santa Barbara,65,Cal State Northridge,74,1,2,7,10,24,61,30,30,12,20,1384.98,1325.03,59.950000000000045,-9
2416,Oral Roberts,77,North Dakota State,79,2,4,8,13,21,68,39,23,7,13,977.9,1454.82,-476.91999999999996,-2
2418,North Carolina A&T,80,Stony Brook,81,0,4,6,23,25,68,16,15,8,19,1150.56,1298.45,-147.8900000000001,-1
2420,Samford,82,UNC Greensboro,89,0,6,1,12,25,60,30,19,10,24,1252.0,1202.61,49.3900000000001,-7
2422,Western Carolina,80,Furman,77,1,3,7,17,31,68,20,18,3,16,1182.65,1393.03,-210.37999999999988,3
2424,Mercer,71,East Tennessee State,77,0,3,5,11,20,58,28,20,16,17,1319.74,1350.19,-30.450000000000045,-6
2430,Utah Valley,68,Abilene Christian,85,1,5,6,8,21,47,19,16,14,16,1443.96,1232.99,210.97000000000003,-17
2432,Duke,91,Florida State,87,0,7,8,10,21,53,27,17,10,25,1802.92,1387.72,415.20000000000005,4
2436,Florida A&M,83,Bethune-Cookman,87,1,2,4,8,21,58,22,21,13,22,1175.67,1270.66,-94.99000000000001,-4
2438,Akron,73,Miami (OH),76,0,4,11,12,25,64,32,22,6,10,1570.49,1598.26,-27.769999999999982,-3
2440,Georgia Southern,93,Old Dominion,86,1,8,8,12,35,66,21,22,14,30,1299.91,1213.91,86.0,7
2444,Tennessee,75,Arkansas,86,2,2,11,11,22,59,13,22,24,23,1617.63,1664.33,-46.69999999999982,-11
2446,Memphis,76,Rice,70,1,4,11,13,25,49,13,26,22,30,1450.87,1220.67,230.19999999999982,6
2448,Toledo,78,Central Michigan,75,0,1,4,13,28,60,12,12,16,32,1325.26,1115.34,209.92000000000007,3
2450,James Madison,78,Arkansas State,74,1,5,5,7,31,51,17,23,6,26,1332.61,1340.45,-7.8400000000001455,4
2452,Florida Gulf Coast,72,North Alabama,55,0,4,6,9,34,60,25,20,6,9,1208.3,1128.68,79.61999999999989,17
2458,Boston College,53,Georgia Tech,65,1,4,5,14,20,66,29,20,0,20,1317.58,1381.48,-63.90000000000009,-12
2460,Houston,67,Cincinnati,60,1,3,9,12,22,63,25,16,8,9,1772.45,1467.68,304.77,7
2462,Vanderbilt,83,South Carolina,71,0,3,2,8,29,57,23,15,8,18,1663.42,1393.94,269.48,12
2464,Kansas,75,UCF,81,1,7,3,11,28,58,23,18,16,23,1674.85,1610.01,64.83999999999992,-6
2466,La Salle,55,George Washington,77,2,4,6,7,20,55,17,11,6,15,1244.31,1401.48,-157.17000000000007,-22
2470,Baylor,63,TCU,69,0,8,8,13,21,59,21,20,4,18,1448.68,1510.74,-62.059999999999945,-6
2472,South Carolina Upstate,77,Presbyterian,86,0,1,4,5,19,54,17,32,12,22,1109.33,1185.99,-76.66000000000008,-9
2474,UNC Asheville,83,Charleston Southern,86,1,3,7,19,19,64,18,22,6,39,1243.7,1124.81,118.8900000000001,-3
2476,Longwood,67,High Point,80,1,2,7,11,21,55,20,18,3,12,1188.89,1484.49,-295.5999999999999,-13
2478,Xavier,77,DePaul,86,0,2,7,15,19,69,33,21,6,14,1418.8,1410.84,7.960000000000036,-9
2480,Navy,65,Holy Cross,58,1,5,6,8,24,50,12,16,2,18,1344.01,1086.35,257.6600000000001,7
2482,South Dakota State,87,North Dakota,90,0,1,6,13,19,60,26,17,6,23,1222.32,1268.34,-46.01999999999998,-3
2484,Ohio,68,Eastern Michigan,67,1,3,7,10,25,58,27,22,18,15,1292.46,1185.25,107.21000000000004,1
2488,Ball State,72,Buffalo,85,2,2,11,13,15,55,25,16,6,23,1141.5,1276.94,-135.44000000000005,-13
2490,NJIT,73,Binghamton,65,0,1,7,12,21,54,16,19,4,22,1160.31,958.72,201.58999999999992,8
2492,Bryant,56,Maine,51,1,7,7,16,30,60,23,21,5,18,1115.02,1096.06,18.960000000000036,5
2496,Hofstra,70,Drexel,67,1,5,2,10,29,51,19,18,2,17,1280.5,1320.67,-40.17000000000007,3
2498,Stetson,73,Central Arkansas,93,0,4,4,9,19,51,31,19,11,21,1131.14,1233.52,-102.37999999999988,-20
2500,Eastern Kentucky,76,West Georgia,88,1,3,7,12,19,68,36,19,4,10,1137.52,1117.36,20.160000000000082,-12
2504,Oklahoma State,80,Texas Tech,102,0,1,5,8,28,67,26,16,5,19,1497.55,1756.84,-259.28999999999996,-22
2506,Auburn,100,Georgia,104,1,5,6,23,27,75,30,26,19,36,1640.92,1551.42,89.5,-4
2508,Colgate,76,Army,69,1,6,5,11,22,58,27,16,0,16,1291.69,1129.72,161.97000000000003,7
2512,Northern Illinois,73,Kent State,77,3,1,9,14,24,51,28,27,7,30,1107.89,1470.86,-362.9699999999998,-4
2514,Vermont,80,New Hampshire,61,0,2,7,8,24,60,21,16,6,9,1357.96,1149.4,208.55999999999995,19
2516,Chattanooga,71,VMI,79,0,0,8,7,24,54,24,22,17,24,1248.25,1007.63,240.62,-8
2518,Wofford,95,The Citadel,86,0,4,8,13,16,61,32,14,4,20,1401.04,1068.57,332.47,9
2522,Georgia State,89,Coastal Carolina,71,1,2,6,8,24,59,30,14,7,14,1243.87,1290.79,-46.92000000000007,18
2524,Kentucky,74,Alabama,89,1,5,6,12,25,59,19,19,14,29,1630.94,1641.07,-10.129999999999882,-15
2528,UTSA,57,Temple,76,2,5,6,12,23,55,21,19,17,20,1082.68,1366.26,-283.5799999999999,-19
2530,Villanova,85,Butler,67,1,4,11,7,23,58,21,16,8,20,1575.58,1484.25,91.32999999999993,18
2534,Virginia Tech,78,Wake Forest,81,1,2,6,8,25,53,30,19,12,25,1535.9,1428.04,107.86000000000013,-3
2536,Clemson,73,Pittsburgh,68,0,2,5,4,24,45,21,21,8,25,1634.32,1355.73,278.5899999999999,5
2538,Northeastern,82,Campbell,97,1,3,5,4,18,59,21,22,11,12,1168.08,1201.36,-33.27999999999997,-15
2540,Virginia,76,NC State,61,1,3,3,9,27,52,33,19,6,15,1664.19,1587.0,77.19000000000005,15
2542,Notre Dame,71,California,72,0,1,0,12,32,55,31,15,10,26,1411.96,1485.28,-73.31999999999994,-1
2544,San Diego,64,San Francisco,74,0,1,7,3,22,58,22,18,13,12,1220.63,1418.17,-197.53999999999996,-10
2548,Pepperdine,63,Santa Clara,82,0,3,7,10,25,54,17,15,12,22,1108.87,1575.11,-466.24,-19
2550,Oregon State,53,Pacific,84,2,2,5,7,18,53,23,16,3,11,1332.8,1339.2,-6.400000000000091,-31
2554,West Virginia,59,Iowa State,80,1,1,9,7,16,49,24,13,6,12,1541.0,1713.44,-172.44000000000005,-21
2558,Michigan State,56,Nebraska,58,2,4,5,11,34,50,28,14,6,15,1726.57,1720.83,5.740000000000009,-2
2560,Louisville,76,Stanford,80,0,6,4,18,21,60,27,23,4,21,1614.63,1515.59,99.04000000000019,-4
2562,Ohio State,80,Rutgers,73,2,2,5,13,20,52,16,15,6,23,1569.78,1394.3,175.48000000000002,7
2564,UTEP,55,Missouri State,79,1,2,7,12,13,48,15,17,2,20,1188.32,1273.11,-84.78999999999996,-24
2566,Oregon,64,Maryland,54,1,7,4,7,33,47,16,12,4,21,1389.56,1404.58,-15.019999999999982,10
2570,Louisiana Tech,51,Middle Tennessee,88,0,0,5,8,21,44,18,11,8,19,1355.08,1370.68,-15.600000000000136,-37
2574,Robert Morris,85,Detroit Mercy,77,1,1,8,15,21,55,19,22,10,32,1345.59,1151.58,194.01,8
2576,Siena,72,Iona,75,0,2,13,9,22,66,21,12,8,11,1329.38,1354.38,-25.0,-3
2578,Marist,59,Saint Peter's,69,1,0,5,9,26,56,17,19,6,23,1341.33,1323.38,17.949999999999818,-10
2580,Quinnipiac,79,Manhattan,80,0,4,8,13,25,65,22,12,6,10,1351.39,1137.32,214.07000000000016,-1
2582,Wagner,79,Chicago State,72,0,3,2,12,28,53,16,18,9,30,976.85,918.67,58.180000000000064,7
2584,New Haven,70,Stonehill,55,2,9,6,4,25,58,23,9,5,9,1066.2,1104.8,-38.59999999999991,15
2592,Kennesaw State,73,Liberty,81,0,2,8,25,24,80,36,20,2,13,1353.78,1586.41,-232.6300000000001,-8
2594,Jacksonville State,67,Delaware,64,2,3,6,7,25,44,20,13,7,26,1364.74,1181.66,183.07999999999993,3
2596,Sam Houston,91,Western Kentucky,102,1,2,10,17,23,73,28,20,12,19,1415.44,1277.0,138.44000000000005,-11
2598,Sacred Heart,61,Niagara,64,1,2,4,16,21,53,23,15,10,18,1200.63,1023.36,177.2700000000001,-3
2600,Fairfield,81,Canisius,85,0,2,2,17,25,66,23,19,4,23,1238.99,1090.17,148.81999999999994,-4
2602,Mount St. Mary's,65,Merrimack,75,1,2,3,16,25,57,18,26,7,28,1260.19,1391.05,-130.8599999999999,-10
2606,New Mexico State,74,Florida International,89,1,4,8,6,20,57,28,22,14,12,1228.12,1203.74,24.37999999999988,-15
2608,UC Santa Barbara,84,Cal State Fullerton,95,0,0,5,10,24,57,34,27,5,10,1384.98,1233.69,151.28999999999996,-11
2610,UC San Diego,65,Cal Poly,67,0,1,8,15,29,65,32,16,12,13,1394.03,1200.65,193.37999999999988,-2
2614,Northern Colorado,75,Montana State,89,1,0,2,11,25,64,25,18,4,13,1233.27,1303.86,-70.58999999999992,-14
